2554,Red Vial,69720,Camino terciario1,18
2554,Red Vial,69721,Camino terciario2,17
2554,Red Vial,69861,Camino terciario3,0
2554,Red Vial,69803,Camino terciario4,11
2554,Red Vial,69804,Camino terciario5,13
2554,Red Vial,69860,Camino terciario6,34
2554,Red Vial,69862,Camino terciario7,68
2554,Red Vial,69867,Camino terciario8,28
2554,Red Vial,69902,Camino terciario9,21
2554,Red Vial,69988,Camino terciario10,124
2554,Red Vial,69994,Camino terciario11,7
2554,Red Vial,70000,Camino terciario12,102
2554,Red Vial,70048,Camino terciario13,28
2554,Red Vial,70057,Camino terciario14,61
2554,Red Vial,70148,Camino terciario15,42
2554,Red Vial,70149,Camino terciario16,104
2554,Red Vial,70312,Camino terciario17,138
2554,Red Vial,70330,Camino terciario18,135
2554,Red Vial,70368,Camino terciario,16
2554,Red Vial,70396,Camino terciario,17
2554,Red Vial,70405,Camino terciario,1
2554,Red Vial,70406,Camino terciario,4
2554,Red Vial,70449,Camino terciario,37
2554,Red Vial,70450,Camino terciario,11
2554,Red Vial,70478,Camino terciario,17
2554,Red Vial,70484,Camino terciario,48
2554,Red Vial,70529,Camino terciario,22
2554,Red Vial,70551,Camino terciario,81
2554,Red Vial,70580,Camino terciario,18
2554,Red Vial,70585,Camino terciario,60
2554,Red Vial,70590,Camino terciario,32
2554,Red Vial,70617,Camino terciario,31
2554,Red Vial,70619,Camino terciario,16
2554,Red Vial,70627,Camino terciario,28
2554,Red Vial,70628,Camino terciario,39
2554,Red Vial,70722,Camino terciario,56
2554,Red Vial,70738,Camino terciario,51
2554,Red Vial,70752,Camino terciario,4
2554,Red Vial,70753,Camino terciario,4
2554,Red Vial,70772,Camino terciario,11
2554,Red Vial,70783,Ruta Provincial,73
2554,Red Vial,70787,Camino terciario,40
2554,Red Vial,70790,Camino terciario,78
2554,Red Vial,70791,Ruta Provincial,8
2554,Red Vial,70794,Camino terciario,71
2554,Red Vial,70806,Camino terciario,14
2554,Red Vial,176728,Ruta Provincial,78
2554,Red Vial,176734,Ruta Provincial,28
2554,Red Vial,176735,Ruta Provincial,135
2554,Red Vial,176743,Ruta Provincial,36
2554,Red Vial,176752,Ruta Nacional,21
2554,Red Vial,176757,Ruta Nacional,329
2554,Red Vial,176760,Ruta Nacional,61
2554,Red Vial,176762,Ruta Nacional,10
2554,Red Vial,176767,Ruta Nacional,13
2554,Red Vial,176777,Ruta Nacional,68
2554,Red Vial,176781,Ruta Nacional,24
2554,Red Vial,176830,Ruta Provincial,15
2554,Red Vial,190175,Ruta Nacional,88
2554,Red Vial,190179,Ruta Nacional,14
2554,Red Vial,190187,Ruta Nacional,15
2554,Red Vial,190188,Camino terciario,26
2554,Red Vial,190189,Camino terciario,47
2554,Red Vial,190190,Camino terciario,23
2554,Red Vial,190195,Ruta Nacional,28
2554,Red Vial,190197,Camino terciario,28
2554,Red Vial,190198,Camino terciario,16
2554,Red Vial,190206,Ruta Nacional,78
2554,Red Vial,190207,Ruta Nacional,28
2554,Red Vial,190240,Ruta Nacional,81
2554,Red Vial,190246,Ruta Nacional,52
2554,Red Vial,190247,Ruta Nacional,18
2554,Red Vial,190249,Ruta Nacional,28
2554,Red Vial,190251,Ruta Nacional,109
2554,Red Vial,190256,Ruta Nacional,17
2554,Red Vial,190257,Ruta Nacional,3
2554,Red Vial,190263,Ruta Nacional,28
2554,Red Vial,190273,Ruta Nacional,39
2554,Red Vial,190276,Ruta Nacional,25
2554,Red Vial,190291,Ruta Provincial,57
2554,Red Vial,190292,Ruta Provincial,28
2554,Red Vial,190294,Ruta Nacional,47
2554,Red Vial,190295,Ruta Provincial,26
2554,Red Vial,190296,Ruta Provincial,8
2554,Red Vial,190298,Ruta Provincial,7
2554,Red Vial,190300,Ruta Provincial,23
2554,Red Vial,190304,Ruta Provincial,13
2554,Red Vial,190306,Ruta Provincial,42
2554,Red Vial,190307,Ruta Nacional,20
2554,Red Vial,246479,Ruta Nacional,27
2554,Red Vial,246480,Ruta Provincial,275
2554,Red Vial,253451,Ruta Provincial,86
2554,Red Vial,253455,Ruta Provincial,70
2754,Red Vial,70935,Camino terciario,10
2754,Red Vial,70936,Camino terciario,0
2754,Red Vial,70896,Camino terciario,19
2754,Red Vial,70913,Camino terciario,17
2754,Red Vial,70937,Camino terciario,31
2754,Red Vial,70938,Camino terciario,28
2754,Red Vial,70944,Camino terciario,41
2754,Red Vial,71021,Camino terciario,24
2754,Red Vial,71036,Camino terciario,25
2754,Red Vial,71039,Camino terciario,44
2754,Red Vial,71120,Camino terciario,47
2754,Red Vial,71141,Camino terciario,16
2754,Red Vial,71182,Camino terciario,42
2754,Red Vial,71192,Camino terciario,10
2754,Red Vial,71193,Camino terciario,20
2754,Red Vial,71245,Camino terciario,32
2754,Red Vial,71252,Camino terciario,84
2754,Red Vial,71318,Camino terciario,15
2754,Red Vial,71354,Camino terciario,55
2754,Red Vial,71417,Camino terciario,152
2754,Red Vial,71504,Camino terciario,144
2754,Red Vial,71505,Camino terciario,93
2754,Red Vial,71535,Camino terciario,73
2754,Red Vial,71742,Camino terciario,249
2754,Red Vial,71746,Ruta Provincial,255
2754,Red Vial,71749,Ruta Provincial,95
2754,Red Vial,71756,Ruta Provincial,166
2754,Red Vial,71759,Ruta Provincial,46
2754,Red Vial,71844,Ruta Provincial,369
2754,Red Vial,71858,Ruta Provincial,382
2754,Red Vial,71879,Camino terciario,36
2754,Red Vial,71974,Camino terciario,359
2754,Red Vial,72094,Camino terciario,45
2754,Red Vial,72162,Camino terciario,37
2754,Red Vial,72201,Camino terciario,15
2754,Red Vial,72184,Camino terciario,165
2754,Red Vial,72202,Camino terciario,34
2754,Red Vial,72241,Camino terciario,19
2754,Red Vial,72324,Camino terciario,17
2754,Red Vial,72325,Camino terciario,21
2754,Red Vial,72351,Camino terciario,58
2754,Red Vial,79858,Ruta Provincial,273
2754,Red Vial,72544,Ruta Provincial,3
2754,Red Vial,72545,Camino terciario,131
2754,Red Vial,72594,Camino terciario,58
2754,Red Vial,72602,Camino terciario,31
2754,Red Vial,72635,Camino terciario,101
2754,Red Vial,72642,Camino terciario,8
2754,Red Vial,72643,Camino terciario,27
2754,Red Vial,72644,Ruta Provincial,37
2754,Red Vial,72645,Ruta Provincial,40
2754,Red Vial,72662,Camino terciario,44
2754,Red Vial,72669,Camino terciario,16
2754,Red Vial,72677,Ruta Provincial,80
2754,Red Vial,72704,Camino terciario,10
2754,Red Vial,72740,Ruta Provincial,15
2754,Red Vial,72751,Camino terciario,39
2754,Red Vial,72755,Ruta Provincial,16
2754,Red Vial,72769,Ruta Provincial,80
2754,Red Vial,72817,Camino terciario,17
2754,Red Vial,72820,Camino terciario,19
2754,Red Vial,72822,Camino terciario,48
2754,Red Vial,72834,Camino terciario,32
2754,Red Vial,72910,Ruta Nacional,280
2754,Red Vial,72964,Camino terciario,76
2754,Red Vial,72965,Camino terciario,85
2754,Red Vial,72986,Ruta Provincial,239
2754,Red Vial,73023,Camino terciario,216
2754,Red Vial,73055,Camino terciario,17
2754,Red Vial,73098,Camino terciario,35
2754,Red Vial,73259,Camino terciario,23
2754,Red Vial,73297,Ruta Nacional,25
2754,Red Vial,73373,Camino terciario,126
2754,Red Vial,73412,Camino terciario,9
2754,Red Vial,73376,Ruta Provincial,92
2754,Red Vial,73392,Camino terciario,65
2754,Red Vial,73420,Camino terciario,58
2754,Red Vial,73437,Ruta Provincial,113
2754,Red Vial,73534,Ruta Provincial,79
2754,Red Vial,73882,Ruta Nacional,112
2754,Red Vial,74089,Camino terciario,46
2754,Red Vial,74166,Ruta Provincial,124
2754,Red Vial,74167,Ruta Nacional,126
2754,Red Vial,74208,Camino terciario,24
2754,Red Vial,74268,Camino terciario,19
2754,Red Vial,74311,Camino terciario,21
2754,Red Vial,74346,Camino terciario,33
2754,Red Vial,74371,Camino terciario,13
2754,Red Vial,74372,Ruta Provincial,6
2754,Red Vial,74374,Ruta Provincial,24
2754,Red Vial,74375,Camino terciario,47
